hcpcs_cd,hcpcs_desc,row_count,total_beneficiaries,total_services,estimated_submitted_charges,estimated_medicare_allowed,estimated_medicare_payment,estimated_standardized_payment,avg_payment_per_service,charge_to_payment_ratio,allowed_to_payment_ratio
Q5103,"Injection, infliximab-dyyb, biosimilar, (inflectra), 10 mg",22,306,45459.0,7260225.56000195,853237.330004121,672058.7700043169,703398.180002691,14.783844123370882,10.802962306340135,1.2695873755187217
29822,Limited removal of abnormal shoulder joint tissue using endoscope,117,2050,2068.0,10115288.59998403,843946.010001289,671537.249999828,668323.3600005975,324.72787717593235,15.062885342528087,1.2567374482971794
99234,"Initial hospital care with same-day admission and discharge with straightforward or low level of medical decision making, per day, if using time, at least 45 minutes",269,6727,8822.0,2838690.3100004,861730.809999407,670385.029999884,658669.8700006449,75.99014169121332,4.2344178091221565,1.285426689792814
87480,"Detection test for candida species (yeast), direct probe technique",292,29933,34164.0,2944670.390001266,669438.699999783,669438.699999783,671322.6,19.594857159576833,4.398715505993634,1.0
J2930,"Injection, methylprednisolone sodium succinate, up to 125 mg",2460,61963,162618.0,3582320.9299996933,874255.819999869,668453.759999939,677792.8900002049,4.11057668892705,5.359115535530865,1.3078777805063866
69436,Incision of eardrum with placement of eardrum tube under general anesthesia,120,2047,2535.0,6138015.44999831,849178.19999883,667756.869999812,709027.210001023,263.4149388559416,9.191991465396736,1.2716877027398745
52315,"Complicated removal of foreign body, stone, or stent in urethra or bladder using an endoscope",72,1799,1870.0,3231247.56999865,840663.92999978,666435.88999946,631897.57000032,356.38282887671653,4.848549753227228,1.2614325588024098
A9503,"Technetium tc-99m medronate, diagnostic, per study dose, up to 30 millicuries",525,21876,22665.0,2575509.770000337,839779.459999739,666411.0300004064,668218.749999648,29.40264857711919,3.8647466114100277,1.2601524017380485
64772,Incision or removal of spinal nerve,68,1186,2081.0,7492327.1199971195,837130.190000398,666184.679999593,636365.209997936,320.12718885131807,11.246621762604475,1.2566037844054136
58262,"Removal of uterus, tubes, and/or ovaries through vagina, 250.0 g or less",62,1047,1048.0,2963135.1399992,837327.70999939,664759.150000066,654421.9299997,634.3121660305974,4.45745671947337,1.2595956144406688
82679,Estrone (hormone) level,89,20617,27054.0,5012148.339984472,660893.349997635,660893.349997635,661457.319999999,24.428674133127632,7.5838988847480575,1.0
84140,Pregnenolone (reproductive hormone) level,82,24884,32606.0,4351294.060006683,660404.249999525,660404.249999525,660580.340000021,20.254071336549256,6.588834126990873,1.0
11421,"Removal of noncancer skin growth of scalp, neck, hands, feet, or genitals, 0.6-1.0 cm",110,4021,6437.0,1797662.01999895,857496.019996202,657512.420001792,615826.090002549,102.1457853039913,2.7340350772294926,1.3041518211836438
19318,Breast reduction,43,599,655.0,4257053.550024,825374.64000021,657158.99000119,638216.280000041,1003.2961679407481,6.477965933352432,1.255974052791571
87510,"Detection test for gardnerella vaginalis (bacteria), direct probe technique",299,29391,33498.0,2865153.909982564,656571.289999574,656571.289999574,658196.3999999319,19.600313153011342,4.363812359179493,1.0
95822,"Measurement of brain wave activity (eeg), in coma or asleep",484,13262,14110.0,8123765.869985346,829533.419999333,652735.999999833,633530.650000021,46.26052445073231,12.445714454216445,1.2708559356302476
36005,Injection for x-ray imaging procedure into vein of arm or leg,201,5422,6045.0,3944483.259991736,829751.760001217,651398.8200011121,637935.9999988,107.75828287859588,6.055404368072085,1.2737999126246506
86036,Screening test for antineutrophil cytoplasmic antibody,101,47888,55130.0,7416515.000008019,650465.150000157,650465.150000157,651065.5999999801,11.798751133686867,11.401863727835734,1.0
74022,X-ray series of abdomen with single x-ray of chest,2299,46970,49257.0,3649474.440000007,870568.3300001516,649594.8199995693,643771.9499996811,13.187868120258427,5.618078112141391,1.3401712932389591
19296,Insertion of expandable tube in breast for radiation treatment using imaging guidance,10,228,229.0,2983023.16,814556.8399995,648846.5200005,684000.87,2833.390917032751,4.597424919529046,1.2553921688581642
0391U,Onc sld tum dna&rna 437 gen,1,187,189.0,1228500.0,648270.0,648270.0,648270.0,3430.0,1.8950437317784257,1.0
92287,Imaging of front third of eye using a special camera after injection of a dye,53,3859,5249.0,1738283.45999839,831496.709998787,647819.370001414,575443.729998854,123.41767384290607,2.6832841691575164,1.2835317196473643
78226,Nuclear medicine study of liver and bile duct system,873,19134,19414.0,4204120.470000703,838417.05999997,646829.119999886,633491.839999383,33.317663541768106,6.499584418836066,1.2961956010887663
28272,Incision of toe joint capsule,81,1630,3386.0,2941076.98999565,829385.13999904,646396.9400006171,662466.23999965,190.9028174839389,4.549955001322937,1.2830895208109252
J0696,"Injection, ceftriaxone sodium, per 250 mg",9330,307729,1756667.2,28804821.13000857,890069.1099983051,644034.7899989713,651913.1200008927,0.36662310880454263,44.725566968291545,1.3820202321674684
81243,Gene analysis (fragile x mental retardation) abnormal alleles,26,11523,11525.0,772765.149999963,643943.790000023,643943.790000023,644198.21,55.87364772234473,1.2000506286425021,1.0
G2012,"Brief communication technology-based service, e.g. virtual check-in, by a physician or other qualified health care professional who can report evaluation and management services, provided to an established patient, not originating from a related e/m servic",724,32484,62833.0,2715432.359998777,887597.3599999094,643909.420000618,626115.6700028366,10.24794964430503,4.217103020477897,1.378450652265745
37236,"Insertion of stent in artery (except lower extremity, chest, heart, neck and brain) with review by radiologist, initial artery",60,888,941.0,4478623.03001721,808821.23000138,643889.63999851,660413.98999953,684.2610414436875,6.955575539354188,1.2561488487425447
J3095,"Injection, telavancin, 10 mg",4,89,117045.0,3789300.0,806478.159999222,642393.469997208,642419.859999621,5.488431543399615,5.89872123080029,1.2554270827235015
J9070,"Cyclophosphamide, 100 mg",135,1805,41398.0,5647356.9700061465,806023.660000864,640930.560000573,645549.210001198,15.482162423319316,8.811183804375153,1.2575834424249381
A9562,"Technetium tc-99m mertiatide, diagnostic, per study dose, up to 15 millicuries",65,1323,1359.0,1974336.24999989,804562.2399999701,640488.2100005,633809.60999958,471.2937527597498,3.0825489355976576,1.2561702579963838
68801,Dilation of tear drainage opening,196,5611,8745.0,2598047.529999805,846512.170001464,639885.220000604,610224.910002219,73.1715517439227,4.060177433067375,1.3229125217186057
J9355,"Injection, trastuzumab, excludes biosimilar, 10 mg",8,104,10050.0,2570835.0000033,801338.12999988,638378.199998565,638378.259998865,63.520218905329855,4.027134698536195,1.2552717652352183
J1020,"Injection, methylprednisolone acetate, 20 mg",1207,53132,147073.0,2996445.8599917665,826532.5599998982,638302.9300003347,643286.999998934,4.340041543997435,4.69439465049956,1.2948907503831524
86357,Total cell count for natural killer cells (white blood cell),66,12117,17216.0,2218229.629982655,635957.459999977,635957.459999977,636647.6799999999,36.93990822490573,3.4880157392645965,1.0
65780,Transplantation of fetal sac tissue to cornea,37,552,649.0,2354513.04999555,802463.70000169,634963.63999835,604738.59000067,978.372326653852,3.708106892548475,1.2637947268977092
49507,Repair of trapped groin hernia (5 years or older),62,1102,1111.0,4301450.0499968,801600.6899983559,634269.720001134,592399.800001386,570.8998379848191,6.7817364038584556,1.263816740292951
73701,Ct scan of leg with contrast material,764,13077,14790.0,4139662.470000326,817064.149999989,633448.329999725,662245.020000069,42.82950169031271,6.535122556881827,1.2898670835557238
92587,Placement of ear probe for computerized measurement of sound with interpretation and report,444,35951,37475.0,4241872.500009099,864330.139999417,632587.2199996996,585740.7899990152,16.88024603067911,6.70559310384284,1.3663414509066867
38570,Biopsy and removal of lymph nodes of abdominal cavity using an endoscope,230,3635,3639.0,7919555.0199962,793375.649999367,632469.419999777,602052.979999804,173.80308326457185,12.521640998862827,1.2544095017268135
87329,Detection test by immunoassay technique for giardia (intestinal parasite),142,51891,53799.0,4805941.8499822235,630751.419998653,630751.419998653,631600.26,11.724222011536515,7.61939124923807,1.0
51999,Other procedure on bladder using an endoscope,28,464,464.0,8217327.9999915995,789501.5600025,630265.7699989,623274.6099997801,1358.3314008596983,13.03787765597034,1.2526486405947095
81273,"Gene analysis (v-kit hardy-zuckerman 4 feline sarcoma viral oncogene homolog), d816 variants",16,5123,5141.0,971959.13000072,629104.17,629104.17,629104.17,122.37,1.5449891708724803,1.0
36470,Injection of chemical agent into single incompetent vein,168,4992,7528.0,3462370.31999952,812498.2699991621,627543.129999464,607452.939999887,83.36120217846228,5.5173424016329795,1.294728969465184
11442,"Removal of noncancer skin growth of face, ears, eyelids, nose, lips, or mouth, 1.1-2.0 cm",174,4718,6198.0,2610083.90999797,811988.780001789,626736.590002672,583027.959999548,101.11916586038593,4.1645628349014086,1.2955822158050914
87471,"Detection by nucleic acid bartonella henselae and bartonella quintana (bacteria), amplified probe technique",24,13859,18235.0,1192857.369994106,626035.789997612,626035.789997612,627101.6399974751,34.331548670008885,1.9054140179408212,1.0
50323,Preparation of donor kidney for transplantation,372,7485,7501.0,13708796.90000629,782659.969999481,624963.799999602,620054.659999515,83.31739768025624,21.935345535237435,1.2523284868659263
86021,Antibody identification test for white blood cell antibodies,72,37135,42341.0,11989941.289974524,623872.219999626,623872.219999626,624529.75,14.734470607676391,19.218585001239052,1.0
43250,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using a flexible endoscope with electrical cautery",51,2207,2316.0,6153252.95999909,786059.619999472,623266.92000163,602408.159999326,269.11352331676596,9.87258069140425,1.2611925882371815
78580,Nuclear medicine study of lung circulation,923,22475,22703.0,4289408.339996285,805621.619999924,622730.420000319,611092.78000045,27.42943311458041,6.888066171545124,1.293692413483689
93268,Electrocardiogram (ecg) up to 30 days continuous with symptom monitoring and review and report by health care professional,186,4477,4580.0,2712634.60999976,799582.26999718,622486.189998209,633121.519999994,135.91401528345176,4.357742635234309,1.284498006292285
48999,Other procedure on pancreas,24,385,408.0,4595034.6900116,776642.61000404,620462.52999975,613823.9200012201,1520.7414950974264,7.405821411993165,1.2517155709698584
82164,Angiotensin l - converting enzyme (ace) level,133,40687,43556.0,5063878.990042345,620418.4300032336,620418.4300032336,623272.880000103,14.24415534032587,8.162038303755663,1.0
33426,Repair of mitral valve with artificial valve on heart-lung machine,25,444,444.0,4021570.100005,773762.52000168,618543.6299979601,598235.60000004,1393.1162837791894,6.5016757185233045,1.2509425082984555
69200,Removal of foreign body in ear canal,320,8430,10069.0,2462279.900003091,825995.159999716,617702.0899997631,574806.500000265,61.346915284513166,3.986193247304757,1.337206354603775
86753,Analysis for antibody to protozoa (parasite),64,22135,50867.0,4848345.659998025,616472.560009091,616472.560009091,617538.150003855,12.119302494919909,7.864657690403165,1.0
63688,Removal or revision of neurostimulator generator or receiver,46,733,748.0,4206431.3299973,772696.2199996801,615505.3999982399,627234.870002,822.8681818158288,6.834109546413937,1.2553849568206707
A9577,"Injection, gadobenate dimeglumine (multihance), per ml",591,31002,448346.0,3589600.389999665,779189.6300005654,613557.199999226,618632.039998303,1.3684904069607535,5.850473908551954,1.2699543416678156
43262,Incision of pancreatic outlet using a flexible endoscope,594,10496,10684.0,15937763.610006547,771531.520000901,612519.659999876,477311.860000026,57.330555971534636,26.020003357948987,1.259602867279488
A9581,"Injection, gadoxetate disodium, 1 ml",154,5224,54795.8,2239935.3399967575,771396.9300015545,612378.5900016,615945.6200020325,11.175648316141016,3.657762332923666,1.2596732521291103
50545,Removal of kidney and lymph nodes using an endoscope,48,630,633.0,3861785.81000843,767182.93999831,612171.5099983,584711.18000036,967.095592414376,6.308339651446952,1.2532156878722442
87081,Screening test for pathogenic organisms,379,81285,94280.0,5786365.719998439,611659.6300005271,611659.6300005271,612784.4700000021,6.487692299538896,9.460107282204405,1.0
86008,"Measurement of antibody (ige) to allergic substance, recombinant or purified component, each",57,12426,34756.0,1789232.139993069,609755.249992787,609755.249992787,610693.560002566,17.543884508941968,2.9343447883626004,1.0
33859,Repair of ascending aorta with graft on heart-lung machine with valve suspension for aortic disease,27,394,394.0,4006026.2699977,763299.37999913,609512.19000091,568800.30999856,1546.9852538094162,6.572512142852663,1.2523119184835179
15003,"Preparation of skin graft site of trunk, arms, or legs, each additional 100.0 sq cm or 1% body area for infants and children, or less",85,1553,19856.0,6199779.900003998,763348.8999991716,608908.4400019248,612760.4800008993,30.666218775278242,10.181793341515188,1.253634947146994
28010,Repair of toe tendon,157,2608,4597.0,3435152.4800013,787852.209998102,608397.099999984,617943.46999876,132.34655209919165,5.646234145431315,1.2949637826973908
95180,Injection for rapid desensitization to allergen,48,1006,5668.0,1887868.26000254,774141.74000439,607771.0000024331,600752.460007842,107.22847565321685,3.1062164203211116,1.2737391879528488
